Minerali,per porzione,% RDA
Calcio,"43,8 mg","4,4 %"
Rame,"< 0,1 mg","3,7 %"
Ferro,"1,6 mg","10,4 %"
Magnesio,"9,9 mg","3,3 %"
Manganese,"0,3 mg","15,1 %"
Fosforo,"7,5 mg","1,1 %"
Potassio,"30,1 mg","1,5 %"
Selenio,"< 0,1 mg","1,1 %"
Zinco,"0,1 mg","2,0 %"
