Minerali,per porzione,% RDA
Calcio,"44,6 mg","4,5 %"
Rame,"< 0,1 mg","2,9 %"
Ferro,"0,3 mg","2,0 %"
Magnesio,"19,4 mg","6,5 %"
Manganese,"< 0,1 mg","4,7 %"
Fosforo,"205,2 mg","29,3 %"
Potassio,"312,5 mg","15,6 %"
Selenio,"< 0,1 mg","98,6 %"
Zinco,"0,4 mg","5,5 %"
