0,1
Grassi saturi totali,5.57
C4:0\÷C10:0 (laurico),0.00
C12:0 (laurico),0.00
C14:0 (miristico),0.56
C16:0 (palmitico),3.62
C18:0 (stearico),1.05
C20:0 (arachidico),0.34
C22:0 (beenico),0.00
Grassi monoinsaturi totali,9.54
C14:1 (miristoleico),0.00
C16:1 (palmitoleico),0.16
C18:1 (oleico),9.38
C20:1 (eicosaenoico),0.00
C22:1 (erucico),0.00
Grassi polinsaturi totali,40.66
C18:2 W6 (linoleico),34.02
C18:3 W3 (linolenico),6.64
C20:4 W6 (arachidonico),0.00
C20:5 W3 (eicosapentaenoico - EPA),0.00
C22:6 W3 (docosaesaenoico - DHA),0.00
Rapporto Polinsaturi/Saturi,7.30
