Minerali,per porzione,% RDA
Calcio,"18,2 mg","1,8 %"
Rame,"< 0,1 mg","3,4 %"
Ferro,"0,9 mg","6,0 %"
Magnesio,"2,2 mg","0,7 %"
Manganese,"0,0 mg","0,0 %"
Fosforo,"10,2 mg","1,5 %"
Potassio,"136,0 mg","6,8 %"
Selenio,"< 0,1 mg","0,3 %"
Zinco,"< 0,1 mg","0,5 %"
