Valori nutrizionali,per porzione,% RDA
Valore calorico,154 kcal 646 kJ,"7,7 %"
Grassi,"6,9 g","10,6 %"
Grassi saturi,"3,4 g","15,3 %"
Grassi monoinsaturi,"2,8 g","9,7 %"
Grassi polinsaturi,"0,2 g","1,6 %"
Carboidrati,"14,0 g","5,2 %"
Zuccheri,"0,6 g","1,2 %"
Proteine,"10,9 g","14,9 %"
Fibre alimentari,"1,2 g","0,4 %"
Colesterolo,"8,7 mg","29,1 %"
Sodio,"1,6 g","0,3 %"
Acqua,"254,6 g","12,7 %"
