,0,1,2
0,Composizione chimica,valore per 100g,RDA (%)
1,Parte edibile,100%,-
2,Acqua,"2,50g",-
3,Carboidrati disponibili,0,-
4,Carboidrati complessi,0,-
5,Zuccheri solubili,0,-
6,Proteine,"45,20g",-
7,Grassi (Lipidi),"50,60g",-
8,Saturi totali,"18,10g",-
9,Monoinsaturi totali,"24,07g",-
10,Polinsaturi totali,"5,86g",-
11,Colesterolo,90mg,-
12,Fibra totale,0,-
13,Fibra solubile,0,-
14,Fibra insolubile,0,-
15,Alcol (g),0,-
16,Sodio,"1,60mg",0.11% RDA
17,Potassio,425mg,9.04% RDA
18,Ferro,"1,15mg",14.38% RDA
19,Calcio,12mg,1.20% RDA
20,Fosforo,164mg,23.43% RDA
21,Magnesio,16mg,3.81% RDA
22,Zinco,"1,44mg",13.09% RDA
23,Rame,"0,12mg",12% RDA
24,Selenio,0,0% RDA
25,Tiamina (Vit. B1),0mg,0% RDA
26,Riboflavina (Vit. B2),0mg,0% RDA
27,Niacina (Vit. B3 o PP),0mg,0% RDA
28,Vitamina A retinolo eq.,0,0% RDA
29,Vitamina C,0,0% RDA
30,Vitamina E,"0,16mg",1.07% RDA
31,Vitamina B6,0mg,0% RDA
32,Vitamina B12,0µg,0% RDA
33,Manganese,"0,03mg",1.30% RDA
