,0,1
1,Lipidi totali(%): 20.9,
2,Saturi totali (%):,5.72
3,C4:0÷C10:0,0
4,C12:0,0
5,C14:0,0.28
6,C16:0,3.71
7,C18:0,1.73
8,C20:0,0
9,C22:0,0
10,Monoinsaturi totali (%):,9.44
11,C14:1,0
12,C16:1,0.59
13,C18:1,8.4
14,C20:1,0.45
15,C22:1,0
16,Polinsaturi totali (%):,3.91
17,C18:2,3.13
18,C18:3,0.16
19,C20:4,0.39
20,C20:5,0.05
21,C22:6,0.18
22,Rapporto Polinsaturi/Saturi:,0.7
