,0,1,2,3
1,Proteine(%): 27.1,,,
2,Lisina:,2431,8.97,
3,Istidina:,892,3.29,
4,Arginina:,1864,6.88,
5,Acido aspartico:,2623,9.68,
6,Treonina:,1247,4.6,
7,Serina:,1192,4.4,
8,Acido glutamico:,3867,14.27,
9,Prolina:,1173,4.33,
10,Glicina:,1493,5.51,
11,Alanina:,1648,6.08,
12,Cistina:,320,1.18,
13,Valina:,1455,5.37,
14,Metionina:,827,3.05,
15,Isoleucina:,1339,4.94,
16,Leucina:,2160,7.97,
17,Tirosina:,913,3.37,
18,Fenilalanina:,1100,4.06,
19,Triptofano:,304,1.12,
20,Indice Chimico:,100,,
21,Aminoacido limitante:,Trip.,,
