,0,1
0,Composizione chimica,valore per 100g
1,Lipidi totali,4.10
2,Saturi totali,1.05
3,C12 0,0g
4,C14 0,0.15
5,C14 1,0g
6,C15 0,ND
7,C16 0,0.68
8,C16 1,0.28
9,C17 0,ND
10,C17 1,ND
11,C18 0,0.22
12,C18 1,0.90
13,C18 2,0.28
14,C18 3,0.05
15,C20 0,0g
16,C20 1,0.23
17,C20 2,ND
18,C20 3,ND
19,C20 4,0.02
20,C20 5,0.14
21,C22 0,0g
22,C22 1,0.15
23,C22 6,0.40
24,C4 0 c10 0,0g
25,Monoinsaturi totali,1.58
26,Nitrati,ND
27,Nitriti,ND
28,Polinsaturi totali,1.06
