,0,1,2,3,4,5
1,"Categoria merceologica: 17004 - distillati, superalcolici, amari ad alta gradazione",,,,,
2,Componenti Alimentari,Valore,Fonte,Codice,Classe,Note
3,Contenuti in 100 ml / unità,,,,,
4,COMPONENTI PRINCIPALI,,,,,
5,"Parte edibile, %",100,02,4002,,
6,"Energia, ricalcolata, kJ",928,86,,,
7,"Energia, Ric con fibra, kJ",928,86,,,
8,"Energia, ricalcolata, kcal",224,86,,,
9,"Energia, Ric con fibra, kcal",224,86,,,
10,"Proteine totali, g",tr,M,247,2,"""Spirits, 40% volume (brandy, gin, rhum, vodka e whisky)"" acqua=(68.3)g, alcol=31.7g"
11,"Proteine animali, g",0.0,M,247,2,
12,"Proteine vegetali, g",tr,M,247,2,
13,"Lipidi totali, g",0.0,02,4002,,
14,"Lipidi animali, g",0.0,02,4002,,
15,"Lipidi vegetali, g",0.0,02,4002,,
16,"Colesterolo, mg",0,02,4002,,
17,"Carboidrati disponibili (MSE), g",tr,M,247,2,
18,"Amido (MSE), g",0.0,M,247,2,
19,"Carboidrati solubili (MSE), g",tr,M,247,2,
20,"Fibra alimentare totale, g",0.0,02,4002,,
21,"Alcol, g",32.0,02,4002,,
22,"Acqua, g",68.0,86,,,
23,MINERALI ed ELEMENTI IN TRACCIA,,,,,
24,"Ferro, mg",tr,M,247,2,
25,"Calcio, mg",1,02,4002,,
26,"Sodio, mg",tr,02,4002,,
27,"Potassio, mg",tr,02,4002,,
28,"Fosforo, mg",1,02,4002,,
29,"Zinco, mg",tr,M,247,2,
30,"Magnesio, mg",tr,M,247,2,
31,"Rame, mg",tr,M,247,2,
32,"Selenio, µg",tr,M,247,2,
33,"Cloro, mg",tr,M,247,2,
34,"Iodio, µg",tr,M,247,2,
35,"Manganese, mg",tr,M,247,2,
36,"Zolfo, mg",tr,Y,9760,2,"""Cognac"" acqua 64,9, alcol 33,1"
37,VITAMINE IDROSOLUBILI,,,,,
38,"Vitamina B1, Tiamina, mg",0.00,M,247,2,
39,"Vitamina B2, Riboflavina, mg",0.00,M,247,2,
40,"Vitamina C, mg",0,M,247,2,
41,"Niacina, mg",0.00,M,247,2,
42,"Vitamina B6, mg",0.00,M,247,2,
43,"Folati totali, µg",0,M,247,2,
44,"Acido pantotenico, mg",0.00,M,247,2,
45,"Biotina, µg",0.0,M,247,2,
46,"Vitamina B12, µg",0.0,M,247,2,
47,VITAMINE LIPOSOLUBILI,,,,,
48,Retinolo equivalente,,,,,
49,"Retinolo eq. (RE), µg",0,M,247,3B,
50,"Retinolo, µg",0,M,247,2,
51,"ß-carotene eq., µg",0,M,247,2,
52,"Vitamina E (ATE), mg",0.00,M,247,2,
53,"Vitamina D, µg",0.00,M,247,2,
54,ACIDI GRASSI,,,,,
55,"Acidi grassi saturi totali, g",0.00,02,4002,,
56,"Somma degli acidi butirrico, caproico, caprilico e caprico, g",0.00,02,4002,,
57,"Acido laurico, g",0.00,02,4002,,
58,"Acido miristico, g",0.00,02,4002,,
59,"Acido palmitico, g",0.00,02,4002,,
60,"Acido stearico, g",0.00,02,4002,,
61,"Acido arachidico, g",0.00,02,4002,,
62,"Acido beenico, g",0.00,02,4002,,
63,"Acidi grassi monoinsaturi totali, g",0.00,02,4002,,
64,"Acido miristoleico, g",0.00,02,4002,,
65,"Acido palmitoleico, g",0.00,02,4002,,
66,"Acido oleico, g",0.00,02,4002,,
67,"Acidi eicosenoico, g",0.00,02,4002,,
68,"Acido erucico, g",0.00,02,4002,,
69,"Acidi grassi polinsaturi totali, g",0.00,02,4002,,
70,"Acido linoleico, g",0.00,02,4002,,
71,"Acido linolenico, g",0.00,02,4002,,
72,"Acido arachidonico, g",0.00,02,4002,,
73,"Acido eicosapentaenoico (EPA), g",0.00,02,4002,,
74,"Acido decosaesaenoico (DHA), g",0.00,02,4002,,
75,"Altri acidi grassi polinsaturi, g",0.00,86,,,
76,AMINOACIDI,,,,,
77,"Triptofano, mg",0,M,247,,
78,"Treonina, mg",0,M,247,,
79,"Isoleucina, mg",0,M,247,,
80,"Leucina, mg",0,M,247,,
81,"Lisina, mg",0,M,247,,
82,"Metionina, mg",0,M,247,,
83,"Cistina, mg",0,M,247,,
84,"Fenilalanina, mg",0,M,247,,
85,"Tirosina, mg",0,M,247,,
86,"Valina, mg",0,M,247,,
87,"Arginina, mg",0,M,247,,
88,"Istidina, mg",0,M,247,,
89,"Alanina, mg",0,M,247,,
90,"Acido aspartico, mg",0,M,247,,
91,"Acido glutammico, mg",0,M,247,,
92,"Glicina, mg",0,M,247,,
93,"Prolina, mg",0,M,247,,
94,"Serina, mg",0,M,247,,
95,ZUCCHERI,,,,,
96,"Glucosio, g",0.0,M,247,3A,
97,"Fruttosio, g",0.0,M,247,3A,
98,"Galattosio, g",0.0,M,247,3A,
99,"Saccarosio (MSE), g",tr,M,247,3A,
100,"Maltosio (MSE), g",0.0,M,247,3A,
101,"Lattosio (MSE), g",0.0,M,247,3A,
