Minerali,per porzione,% RDA
Calcio,"224,8 mg","22,5 %"
Rame,"0,1 mg","11,0 %"
Ferro,"3,0 mg","19,9 %"
Magnesio,"21,9 mg","7,3 %"
Manganese,"0,2 mg","11,0 %"
Fosforo,"302,2 mg","43,2 %"
Potassio,"188,3 mg","9,4 %"
Selenio,"< 0,1 mg","112,4 %"
Zinco,"1,6 mg","23,6 %"
