Valori nutrizionali,per porzione,% RDA
Valore calorico,243 kcal 1.017 kJ,"12,2 %"
Grassi,"10,1 g","15,5 %"
Grassi saturi,"3,1 g","14,2 %"
Grassi monoinsaturi,"3,8 g","13,2 %"
Grassi polinsaturi,"2,6 g","17,6 %"
Carboidrati,"39,0 g","14,5 %"
Zuccheri,"0,0 g","0,0 %"
Proteine,"2,7 g","3,8 %"
Fibre alimentari,"0,0 g","0,0 %"
Colesterolo,"9,6 mg","32,0 %"
Sodio,"0,2 g","< 0,1 %"
Acqua,"7,6 g","0,4 %"
