Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,"1,8 g"
- Acidi Grassi saturi,"0,4 g"
Carboidrati,12 g
- Zuccheri,"6,3 g"
Fibra alimentare,"3,9 g"
Proteine,"2,6 g"
Sale,"0,75 g"
Sodio,"0,295 g"
Nutrition score - France,0
Nutri-Score,B
