Informazioni nutrizionali,Come vendutoper 100 g / 100 ml
Grassi,23 g
- Acidi Grassi saturi,15 g
Carboidrati,48 g
- Zuccheri,28 g
Proteine,"7,3 g"
Sale,"0,48 g"
Sodio,"0,189 g"
Nutrition score - France,23
Nutri-Score,E
